,id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,country,longitude,latitude,phone,website_url,updated_at,created_at
3526,5-lamps-brewery-dublin,5 Lamps Brewery,regional,84-87 Camden St.,Saint Kevin's,Dublin 2,Dublin,,Dublin,D02 DH36,Ireland,-6.26585621,53.33596635,,https://the5lampsbrewery.com/home/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3527,5-north-brewing-company-spokane,5 North Brewing Company,brewpub,6501 N Cedar Rd,,,Spokane,Washington,,99208,United States,-117.43284963068433,47.71758682546933,5093217818,http://5northbrewingcompany.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3528,5-rabbit-cerveceria-inc-chicago,5 Rabbit Cerveceria Inc,micro,6398 W 74th St,,,Chicago,Illinois,,60638-6129,United States,-87.6572069,41.7595502,3128959591,http://www.5rabbitbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3529,5-rights-brewing-co-marysville,5 Rights Brewing Co,micro,1514 3rd St,,,Marysville,Washington,,98270,United States,-122.17629063068435,48.05156014950019,4253341026,http://www.5rightsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3530,5-rivers-brewing-llc-spanish-fort,5 Rivers Brewing LLC,planning,,,,Spanish Fort,Alabama,,36527-3161,United States,-87.9152724,30.6749127,2516897483,http://5riversbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3531,5-seasons-brewing-co-prado-sandy-springs,5 Seasons Brewing Co - Prado,brewpub,5600 Roswell Rd,,,Sandy Springs,Georgia,,30342-1150,United States,-84.3796711,33.9078086,4042555911,http://www.5seasonsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3532,5-seasons-brewing-co-westside-atlanta,5 Seasons Brewing Co - Westside,brewpub,1000 Marietta St NW Ste 204,,,Atlanta,Georgia,,30318-0683,United States,,,4048753232,http://www.5seasonsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3533,5-stones-artisan-brewery-new-braunfels,5 Stones Artisan Brewery,micro,11335 Farm To Market Road 1863,,,New Braunfels,Texas,,78132,United States,-98.232345,29.711365,2103808215,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3534,512-brewing-co-austin,(512) Brewing Co,micro,407 Radam Ln Ste F200,,,Austin,Texas,,78745-1197,United States,,,5129211545,http://www.512brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3535,515-brewing-co-clive,515 Brewing Co,micro,7700 University Ave,,,Clive,Iowa,,50325-1271,United States,-93.7228408,41.599992,5156614615,http://www.515brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3536,5150-brewing-at-the-brass-tap-rocklin-rocklin,5150 Brewing At The Brass Tap Rocklin,micro,5150 Commons Dr Ste 101,,,Rocklin,California,,95677-3925,United States,-121.207331,38.8047402,9162462729,http://www.brasstaprocklin.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3537,51st-state-brewing-company-kingsford,51st State Brewing Company,brewpub,115 Harding Ave,,,Kingsford,Michigan,,49802-3815,United States,-88.08819,45.808408,9068282167,http://www.51ststatebrewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3538,51st-ward-beer-company-westmont,51st Ward Beer Company,contract,323 N Washington St,,,Westmont,Illinois,,60559-1512,United States,-87.981157,41.804494,7732205899,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3539,54-40-brewing-company-washougal,54-40 Brewing Company,brewpub,3801 S Truman Rd Ste 1,,,Washougal,Washington,,98671-2589,United States,-122.32693485397346,45.56577849034631,3609077062,http://www.54-40brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3540,550-brewing-aztec,550 Brewing,proprietor,119 E Chuska St,,,Aztec,New Mexico,,87410-2110,United States,-107.9950235,36.8213739,5054861094,http://Www.550brew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3541,559-local-brewing-clovis,559 Local Brewing,micro,608 4th St,,,Clovis,California,,93612-1183,United States,-119.7017487,36.82517171,5594731875,http://www.fresnobrewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3542,56-brewing-minneapolis,56 Brewing,micro,3055 Columbia Ave NE Ste 102,,,Minneapolis,Minnesota,,55418-1860,United States,,,6124040056,http://www.56brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3543,5770-brewery-teutopolis,5770 Brewery,micro,303A W Main St,,,Teutopolis,Illinois,,62467-1355,United States,-88.47806652,39.13142194,6183397841,http://www.5770brewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3544,583-583-brewery-jangsu-gun,583 양조장(583 Brewery),brewpub,"583-8, Uiam-ro",Janggye-myeon,,Jangsu-gun,Jeollabukdo,,55621,South Korea,127.6205123,35.68271721,063-353-5515,http://www.583beer.modoo.at,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3545,5th-element-brewing-leander,5th Element Brewing,planning,,,,Leander,Texas,,78641-4009,United States,,,9156378199,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3546,5th-line-brewing-co-yakima,5th Line Brewing Co,micro,1015 E Lincoln Ave Ste 106,,,Yakima,Washington,,98901,United States,-120.49304576136873,46.61136700515121,5093676300,https://5thlinebrewing.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3547,5x5-brewing-co-mission,5x5 Brewing Co.,planning,,,,Mission,Texas,,78572-6215,United States,,,9565291353,http://www.5x5brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3548,6-and-40-brewerytaproom-lakewood,6 & 40 Brewery/Taproom,planning,,,,Lakewood,Colorado,,80215-5548,United States,-105.1100582,39.6311085,3032325347,http://www.tomsbrewshop.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3549,6-bears-and-a-goat-brewing-company-llc-fredericksburg,"6 Bears & A Goat Brewing Company, LLC",brewpub,1140 International Pkwy,,,Fredericksburg,Virginia,,22406-1126,United States,,,54035690562,http://www.6bgbrewingco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3550,6-bridges-brewing-johns-creek,6 Bridges Brewing,planning,,,,Johns Creek,Georgia,,30097,United States,,,7708460292,http://www.sixbridgesbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3551,6-degrees-of-separation-ossining,6 Degrees of Separation,brewpub,35 Main St,,,Ossining,New York,,10562-4662,United States,-73.86768188,41.15866213,9144325969,http://www.6degreesbp.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3552,603-brewery-londonderry,603 Brewery,micro,12 Liberty Dr Unit 7,,,Londonderry,New Hampshire,,03053-2286,United States,,,6036307745,http://www.603brewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3553,608-brewing-company-la-crosse,608 Brewing Company,planning,,,,La Crosse,Wisconsin,,54603,United States,,,,http://www.608brewingcompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3554,612-brew-minneapolis,612 Brew,micro,945 Broadway St NE,,,Minneapolis,Minnesota,,55413-1471,United States,-93.2062058,45.000631,6129648939,http://www.612brew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3555,6th-and-la-brea-los-angeles,6th and La Brea,brewpub,600 South La Brea Ave,,,Los Angeles,California,,90036,United States,-118.3440213,34.0730485,,http://www.6thlabrea.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3556,7-devils-brewing-co-coos-bay,7 Devils Brewing Co,brewpub,247 S 2nd St,,,Coos Bay,Oregon,,97420-1642,United States,-124.2147508,43.36654751,5418083738,http://www.7devilsbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3557,7-hermits-brewing-company-eagle,7 Hermits Brewing Company,brewpub,PO Box 3186,,,Eagle,Colorado,,81631-3186,United States,,,9704714979,http://www.7hermitsbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3558,7-hills-brewing-company-dubuque,7 Hills Brewing Company,brewpub,1085 Washington St,,,Dubuque,Iowa,,52001-4932,United States,-90.6635263,42.5045556,5635878306,http://www.7hillsbrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3559,7-locks-brewing-rockville,7 Locks Brewing,micro,12227 Wilkins Ave,,,Rockville,Maryland,,20852-1833,United States,,,3018417123,http://www.7locksbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3560,7-mile-brewery-rio-grande,7 Mile Brewery,micro,3156 Route 9 South Ste 1-2,,,Rio Grande,New Jersey,,8242,United States,,,6093657777,http://www.7milebrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3561,7-seas-brewing-co-tacoma,7 Seas Brewing Co,micro,2101 Jefferson Ave,,,Tacoma,Washington,,98402-1519,United States,-122.4390379,47.242614,2535727771,http://www.7seasbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3562,7-sins-brewery-ripley,7 Sins Brewery,micro,10593 W Main Rd,,,Ripley,New York,,14775-9746,United States,-79.7497349,42.24869073,7165812090,http://www.7sinsbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3563,7-sisters-brewing-co-san-luis-obispo,7 Sisters Brewing Co,brewpub,181 Tank Farm Rd Ste 110,,,San Luis Obispo,California,,93401-7082,United States,-120.6706375,35.2467278,8058687133,http://www.7sistersbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3564,718brewcafe-llp-metropolis,"718BrewCafe, LLP",brewpub,718 Market St,,,Metropolis,Illinois,,62960-1634,United States,-88.73129158,37.15373334,6185247180,http://www.718BrewCafe.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3565,734-brewing-company-ypsilanti,734 Brewing Company,micro,15 E Cross St,,,Ypsilanti,Michigan,,48198,United States,-83.61103475,42.24586784,7346496453,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3566,7th-settlement-brewery-dover,7th Settlement Brewery,brewpub,47 Washington St,,,Dover,New Hampshire,,03820-3877,United States,-70.8728379,43.1953787,6033731001,http://www.7thsettlement.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3567,7th-wave-brewing-medfield,7th Wave Brewing,micro,120 N Meadows Rd Ste 8,,,Medfield,Massachusetts,,02052-1594,United States,,,6176453397,http://www.7thwavebrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3568,7venth-sun-brewery-dunedin,7venth Sun Brewery,micro,1012 Broadway,,,Dunedin,Florida,,34698-5762,United States,,,7277333013,http://www.7venthsun.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3569,7venth-sun-tampa-tampa,7venth Sun Tampa,micro,6809 N Nebraska Ave,,,Tampa,Florida,,33604-5660,United States,-82.4500207,27.9495902,8132315900,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3570,8-bit-aleworks-avondale,8-Bit Aleworks,micro,1050 N Fairway Dr Bldg F Ste 10,,,Avondale,Arizona,,85323-5206,United States,,,6239251650,http://www.8-bitaleworks.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3571,8-bit-brewing-company-murrieta,8 Bit Brewing Company,brewpub,26755 Jefferson Ave Ste F,,,Murrieta,California,,92562-6941,United States,-117.17625419083654,33.530334483610716,9516772322,http://www.8bitbrewerycompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3572,81-artisan-chichester,81 Artisan,micro,Chilgrove Road,Lavant,,Chichester,,West Sussex,PO18 9HP,England,-0.81111,50.89212,7990035736,https://81artisan.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3573,attaboy-beer-frederick,Attaboy Beer,micro,400 Sagner Ave Ste 400,,,Frederick,Maryland,,21701-6083,United States,,,4157106459,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3574,81bay-brewing-company-tampa,81Bay Brewing Company,micro,4465 W Gandy Blvd Ste 600,,,Tampa,Florida,,33611-3379,United States,,,8133722739,http://81baybrewco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3575,841-brewhouse-whitewater,841 Brewhouse,brewpub,841 E Milwaukee St,,,Whitewater,Wisconsin,,53190-2126,United States,-88.71427344,42.8323014,2624738000,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3576,8one8-brewing-company-canoga-park,8one8 Brewing Company,micro,8951 de Soto Ave,,,Canoga Park,California,,91304-5901,United States,-118.5885323,34.2218019,8188352286,http://www.818brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3577,8th-street-ale-haus-sheboygan,8th Street Ale Haus,brewpub,1132 N 8th St,,,Sheboygan,Wisconsin,,53081-3402,United States,-87.71305702,43.75674392,9202087540,http://www.sheboyganalehaus.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3578,8th-ward-brewing-company-poughkeepsie,8th Ward Brewing Company,planning,,,,Poughkeepsie,New York,,12603-3401,United States,,,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3579,8th-wonder-brewery-houston,8th Wonder Brewery,micro,2202 Dallas St,,,Houston,Texas,,77003-3519,United States,-95.3559402,29.7487783,7133970072,http://www.8thwonderbrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3580,9-white-deer-brewery-macroom,9 White Deer Brewery,micro,Ballymakeera,,,Macroom,,Cork,P12 E277,Ireland,-9.146507143,51.936249,35302627110,http://www.9whitedeer.ie/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3581,903-brewers-sherman,903 Brewers,micro,1718 S Elm St,,,Sherman,Texas,,75090-8725,United States,-96.60698055,33.61788732,2142438090,http://www.903brewers.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3582,927-beer-company-cambria,927 Beer Company,micro,821 Cornwall St,,,Cambria,California,,93428-2434,United States,-121.0985408,35.5666725,8052035265,http://www.cambriabeerco.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3583,95ate5-brewpub-saint-john,95ate5 Brewpub,brewpub,9585 N Industrial Dr,,,Saint John,Indiana,,46373,United States,-87.46380305,41.44400246,2193656506,http://www.95ate5.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3584,993993-praha-suyeong-gu,프라하993(993 Praha),brewpub,"20, Gurak-ro 123beon-gil",,,Suyeong-gu,Busan,,48212,South Korea,129.11542954562745,35.17760200598895,051-757-2703,http://praha993.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3585,9th-hour-brewing-company-llc-spring-grove,9th Hour Brewing Company LLC,planning,,,,Spring Grove,Illinois,,60081-9459,United States,,,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3586,a-homestead-brew-valley-springs,A Homestead Brew,micro,26685 486th Ave,,,Valley Springs,South Dakota,,57068-7309,United States,-96.49421923,43.51733014,6055535015,http://www.ahomesteadbrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3587,a-little-madness-brewing-company-pensacola,A Little Madness Brewing Company,planning,,,,Pensacola,Florida,,32514-8122,United States,,,,http://www.ALittleMadnessBrewingCompany.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3588,aardwolf-brewing-company-jacksonville,Aardwolf Brewing Company,micro,1461 Hendricks Ave,,,Jacksonville,Florida,,32207-8622,United States,-81.6545197,30.3108962,9043010755,http://www.aardwolfbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3589,abandon-brewing-penn-yan,Abandon Brewing,micro,2994 Merritt Hill Rd,,,Penn Yan,New York,,14527-8938,United States,,,5852093276,http://www.abandonbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3590,abandoned-building-brewery-easthampton,Abandoned Building Brewery,micro,142 Pleasant St Unit 103A,,,Easthampton,Massachusetts,,01027-2805,United States,,,4132827062,http://www.abandonedbuildingbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3591,abbey-brewing-co-miami-beach,Abbey Brewing Co,contract,1115 16th St,,,Miami Beach,Florida,,33139-2441,United States,-80.1402943,25.7890381,3055388110,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3592,abbey-brewing-company-llc-santa-fe,"Abbey Brewing Company, LLC",micro,215 W. Alicante Rd,,,Santa Fe,New Mexico,,87505,United States,-105.9465207,35.66555826,5056706802,http://www.abbeybrewing.biz,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3593,aberrant-ales-howell,Aberrant Ales,brewpub,219 W Grand River Ave,,,Howell,Michigan,,48843,United States,-83.93094539,42.60773722,5175188699,http://www.aberrantales.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3594,abide-brewing-company-newnan,Abide Brewing Company,micro,110 Werz Industrial Blvd Ste 130,,,Newnan,Georgia,,30263-5802,United States,-84.76356641,33.40257035,6789726747,http://www.abidebrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3595,abigaile-hermosa-beach,Abigaile,brewpub,1301 Manhattan Ave,,,Hermosa Beach,California,,90254-3666,United States,-118.4048656,33.8734519,3107988227,http://abigailrestaurant.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3596,abita-brewing-co-covington,Abita Brewing Co,regional,166 Barbee Rd,,,Covington,Louisiana,,70433-8651,United States,,,9858933143,http://www.abita.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3597,abjuration-brewing-mc-kees-rocks,Abjuration Brewing,micro,644 Broadway Ave,,,Mc Kees Rocks,Pennsylvania,,15136-3008,United States,,,4127661668,http://www.abjurationbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3598,able-baker-brewing-henderson,Able Baker Brewing,micro,1051 Mary Crest Rd #K,,,Henderson,Nevada,,89104,United States,,,7025817742,http://www.ablebakerbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3599,able-ebenezer-brewing-company-merrimack,Able Ebenezer Brewing Company,micro,31 Columbia Cir,,,Merrimack,New Hampshire,,03054-4161,United States,-71.493705,42.851742,8442232253,http://www.ableebenezer.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3600,10-56-brewing-company-knox,10-56 Brewing Company,micro,400 Brown Cir,,,Knox,Indiana,,46534,United States,-86.627954,41.289715,6308165790,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3601,10-barrel-brewing-co-bend-1,10 Barrel Brewing Co,large,62970 18th St,,,Bend,Oregon,,97701-9847,United States,-121.28170597038259,44.08683530625218,5415851007,http://www.10barrel.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3602,10-barrel-brewing-co-bend-2,10 Barrel Brewing Co,large,1135 NW Galveston Ave Ste B,,,Bend,Oregon,,97703-2465,United States,-121.32880209261799,44.057564901366796,5415851007,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3603,10-barrel-brewing-co-bend-pub-bend,10 Barrel Brewing Co - Bend Pub,large,62950 NE 18th St,,,Bend,Oregon,,97701,United States,-121.2809536,44.0912109,5415851007,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3604,10-barrel-brewing-co-boise-boise,10 Barrel Brewing Co - Boise,large,826 W Bannock St,,,Boise,Idaho,,83702-5857,United States,-116.202929,43.618516,2083445870,http://www.10barrel.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3605,10-barrel-brewing-co-denver-denver,10 Barrel Brewing Co - Denver,large,2620 Walnut St,,,Denver,Colorado,,80205-2231,United States,-104.9853655,39.7592508,7205738992,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3606,10-barrel-brewing-co-portland,10 Barrel Brewing Co,large,1411 NW Flanders St,,,Portland,Oregon,,97209-2620,United States,-122.6855056,45.5259786,5032241700,http://www.10barrel.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3607,10-barrel-brewing-co-san-diego,10 Barrel Brewing Co,large,1501 E St,,,San Diego,California,,92101-6618,United States,-117.129593,32.714813,6195782311,http://10barrel.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3608,10-torr-distilling-and-brewing-reno,10 Torr Distilling and Brewing,micro,490 Mill St,,,Reno,Nevada,,89502,United States,-119.7732015,39.5171702,7755307014,http://www.10torr.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3609,101-brewery-quilcene,101 Brewery,brewpub,294793 US Highway 101,,,Quilcene,Washington,,98376-9000,United States,-122.87558226136872,47.823475773720666,3607656485,http://www.101brewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3610,101-north-brewing-company-petaluma,101 North Brewing Company,closed,1304 Scott St Ste D,,,Petaluma,California,,94954-7100,United States,-122.66505504468803,38.270293813150886,7077534934,http://www.101northbeer.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3611,105-west-brewing-co-castle-rock,105 West Brewing Co,micro,1043 Park St,,,Castle Rock,Colorado,,80109-1585,United States,-104.8667206,39.38269495,3033257321,http://www.105westbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3612,10k-brewing-anoka,10K Brewing,micro,2005 2nd Ave,,,Anoka,Minnesota,,55303-2243,United States,-93.38952559,45.19812039,7633924753,http://10KBrew.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3613,10th-district-brewing-company-abington,10th District Brewing Company,micro,491 Washington St,,,Abington,Massachusetts,,02351-2419,United States,-70.94594149,42.10591754,7813071554,http://www.10thdistrictbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3614,11-below-brewing-company-houston,11 Below Brewing Company,micro,6820 Bourgeois Rd,,,Houston,Texas,,77066-3107,United States,-95.5186591,29.9515464,2814442337,http://www.11belowbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3615,1188-brewing-co-john-day,1188 Brewing Co,brewpub,141 E Main St,,,John Day,Oregon,,97845-1210,United States,-118.9218754,44.4146563,5415751188,http://www.1188brewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3616,12-acres-brewing-company-killeshin,12 Acres Brewing Company,micro,Unnamed Street,Clonmore,,Killeshin,,Laois,R93 X3X8,Ireland,-6.979343891,52.84930763,+353599107299,https://12acresbrewing.ie/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3617,12-gates-brewing-company-williamsville,12 Gates Brewing Company,brewpub,80 Earhart Dr Ste 20,,,Williamsville,New York,,14221-7804,United States,,,7169066600,http://www.12gatesbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3618,12-west-brewing-company-gilbert,12 West Brewing Company,micro,3000 E Ray Rd Bldg 6,,,Gilbert,Arizona,,85296-7832,United States,,,6023395014,http://www.12westbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3619,12-west-brewing-company-production-facility-mesa,12 West Brewing Company - Production Facility,micro,,,,Mesa,Arizona,,85207,United States,-111.5860662,33.436188,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3620,122-west-brewing-co-bellingham,122 West Brewing Co,closed,2416 Meridian St,,,Bellingham,Washington,,98225-2405,United States,-122.485982,48.7621709,3603063285,https://www.122westbrew.com/,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3621,127-brewing-jackson,127 Brewing,micro,3090 Shirley Dr,,,Jackson,Michigan,,49201-7010,United States,-84.43116792,42.28667212,5172581346,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3622,12degree-brewing-louisville,12Degree Brewing,brewpub,820 Main St,,,Louisville,Colorado,,80027-1865,United States,-105.1319826,39.9782443,3035791004,http://www.12degree.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3623,12welve-eyes-brewing-saint-paul,12welve Eyes Brewing,micro,141 E 4th St Ste LL2,,,Saint Paul,Minnesota,,55101-1639,United States,,,6514938106,http://www.12welveEyes.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3624,13-below-brewery-cincinnati,13 Below Brewery,micro,7391 Forbes Rd,,,Cincinnati,Ohio,,45233-1013,United States,-84.70634815,39.12639764,5139750613,http://www.13belowbrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3625,13-stripes-brewery-taylors,13 Stripes Brewery,brewpub,"250 Mill St, Suite PW3101",,,Taylors,South Carolina,,29687,United States,,,8643491430,http://www.13StripesBrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3626,13-virtues-brewing-co-portland,13 Virtues Brewing Co,brewpub,6410 SE Milwaukie Ave,,,Portland,Oregon,,97202-5518,United States,-122.6487531,45.4762536,5032393831,http://www.13virtuesbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3627,1323-r-and-d-raleigh,1323 R & D,micro,1323 Capital Blvd 1323 R and D,,,Raleigh,North Carolina,,27603-1117,United States,,,9199775654,http://www.1323rnd.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3628,14-cannons-brewing-company-westlake-village,14 Cannons Brewing Company,micro,31125 Via Colinas Ste 907,,,Westlake Village,California,,91362-3974,United States,-118.802397,34.15334,8186996165,http://14cannons.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3629,14-lakes-brewery-crosslake,14 Lakes Brewery,micro,,,,Crosslake,Minnesota,,56442,United States,,,2186924129,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3630,14er-brewing-company-denver,14er Brewing Company,proprietor,2801 Walnut St,,,Denver,Colorado,,80205-2235,United States,-104.9839636,39.7614112,7207731437,http://www.14erBrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3631,14th-star-brewing-saint-albans,14th Star Brewing,micro,133 N Main St Ste 7,,,Saint Albans,Vermont,,05478-1735,United States,,,8025285988,http://www.14thstarbrewing.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3632,16-lots-brewing-mason,16 Lots Brewing,brewpub,753 Reading Rd,,,Mason,Ohio,,45040-1303,United States,-84.3183801,39.3545967,5134863672,http://www.16lots.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3633,16-mile-brewing-co-georgetown,16 Mile Brewing Co,micro,413 S Bedford St,,,Georgetown,Delaware,,19947-1849,United States,-75.37816436,38.6788938,3022538816,http://www.16milebrewery.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3634,16-stone-brewpub-holland-patent,16 Stone Brewpub,brewpub,9542 Main St,,,Holland Patent,New York,,13354,United States,-75.2565195,43.24211175,3158658500,http://www.16stonebrewpub.com,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
3635,1623-brewing-co-llc-westminister,"1623 Brewing CO, llc",contract,1146 colonel Joshua Ct,,,Westminister,Maryland,,21157,United States,,,,,2023-02-21T01:41:59.300Z,2023-02-21T01:41:59.300Z
